genres,spotify_id,name,artist_id,artist,danceability,energy,speechiness,valence,file_path,main_genre,main_genre_encoded
tekkno,14PvbyxEL9KNo46623040b,165Er Zahnfleischbluten,"3Rdg7tfjdCB05Gce6Kj4j3, 76DXZBHlzM53VtRtKMM4HW","Hardtekk Channel, Der Beschrenkte",0.823,0.521,0.443,0.545,../mp3songs/tekkno/165Er Zahnfleischbluten.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
hardstyle,4nygk9SPix4TK66NwwqDIn,Ravelord - DJ Paul Elstak Radio Edit Hardcore Remix,"1x0ScxgiyFRQDKT4VwcLHa, 6VLbBprPd6RRXgk4NHJNE0, 3xhksfxjNLUAyxUdijvk4x, 1A6HQzOvtGaCYihOuIKjE6","LNY TNZ, Boaz, Kalibwoy, Mr. Polska",0.535,0.976,0.106,0.356,../mp3songs/Hardcore_Techno_Hardstyle/Ravelord - DJ Paul Elstak Radio Edit Hardcore Remix.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
schranz,23T94F3g9piKJLnpLZVI8a,Haymaker,7er0v3R1lvqK7w7DG33Dxv,ÖTAK,0.622,0.982,0.0992,0.0399,../mp3songs/SCHRANZ_2024_/Haymaker.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
liquid_dnb,5A8kYMHBcCrpSJSr8YLRoC,Never Too High,"3wdwWQXJbqpJJbMdp7KfEJ, 4jrJBSg0c2qx8SMGa7ququ","BCee, SOLAH",0.616,0.799,0.0466,0.768,../mp3songs/Liquid_Drum_and_Bass/Never Too High.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
liquid_dnb,5hYP2vOSIzr181B8ZBu76c,Falling,"2T0O5j4GMBDmAd8OaEA2UX, 5U6Sk42bhrMIPhr11xtRPq","YAANO, Skylark",0.538,0.856,0.0863,0.0709,../mp3songs/Liquid_Drum_and_Bass/Falling.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
schranz,3TEWNK2FQVxS2gDc8mmdnv,Wake The Fxck Up,2xM3AU6QsIrvhlo5wqYr4M,Sinergy,0.493,1.0,0.195,0.125,../mp3songs/SCHRANZ_2024_/Wake The Fxck Up.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
techno,4NN7PBVKclppjgszynZ9K1,Pulverturm - ANNA Rework,"6L8Co7Voup4dISwbSl3owl, 3wkaDi2HJV3eCaBJ4iH6om","Niels Van Gogh, ANNA",0.663,0.947,0.0788,0.339,../mp3songs/TECHNO_BUNKER/Pulverturm - ANNA Rework.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
hard_techno,0EkqRzxIsE6MDhCuQ7ZjpN,Big 9,33bRyZ0w1HHBDkv1wQBuaq,LS41,0.589,0.987,0.182,0.0693,../mp3songs/HARD_TECHNO/Big 9.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
tekkno,12zdNg7LkEm3dATyCBii0E,Ich liebe dich,66GQqVO1U8zhksXsdgTfhD,Thekke,0.589,0.933,0.0696,0.295,../mp3songs/tekkno/Ich liebe dich.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
techno,7n0GhbTRJuENvGcfvgQdS4,Tiger Claw,6g18j6U5EYDMoIAmEAstGI,HOF,0.655,0.997,0.0675,0.218,../mp3songs/TECHNO_BUNKER/Tiger Claw.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
jump_up_dnb,4T9D8HvNML0kMwb0sRkSfJ,Mr Happy,"04rhebO91K6xoiXE0XuDkh, 6hlQVaiKiA8Y9K12cTQPrF","DJ Hazard, D*Minds",0.619,0.959,0.368,0.167,../mp3songs/Jump-Up_Drum_and_Bass/Mr Happy.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
acid_techno,2bQ7rn3w44TEIqgO9wEuQN,Verknipt Nochmal - Original Mix,4xfA60YoR4UbBxuOn9WXJq,A*S*Y*S,0.717,0.992,0.0748,0.0383,../mp3songs/ACID!_Best_Acid_Techno_Mix/Verknipt Nochmal - Original Mix.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,60evApVW0903kop1KLNwkC,Oscillator,7GvVTb8yFV0ZrdI30Qce6T,Delta Heavy,0.59,0.938,0.219,0.456,../mp3songs/Jump-Up_Drum_and_Bass/Oscillator.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
hard_techno,0jyKIDX9p5y8FdszAMoGCI,Freedom Inside Your Illness - LS41 Remix,"1uF27HWY7mPPtfpoUZ14Ep, 4WSZCYGxqXDMYPizVPfSP9, 33bRyZ0w1HHBDkv1wQBuaq","Infeed, INNERGATE RECORDS, LS41",0.496,0.994,0.152,0.0809,../mp3songs/HARD_TECHNO/Freedom Inside Your Illness - LS41 Remix.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
tekkno,4tGV1qwvpTGGLDABIuF6im,DANN!,"4JYqoXIafq0pVdehT7yn3I, 2fgyuNiQxXwzAoN8qLFCCf, 6LtGqyVIqQbNZYQMjaomo5","Freder Seric, Snake16, TechnoFetzer",0.471,0.964,0.352,0.502,../mp3songs/tekkno/DANN!.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
acid_techno,4UN1LpIxsCLcfPmOwWmPan,Reshape the Future,2zJJIWKT0LiwdxcwW9RajQ,Dax J,0.436,0.978,0.0533,0.292,../mp3songs/ACID!_Best_Acid_Techno_Mix/Reshape the Future.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,7sYmU8hHavV3BUpCjRKsKe,The Warehouse - Justin Hawkes Remix,"4UNnRb4LN2hGtbtMfPzMhg, 1csMDtU42ZYNaqadbA4TAK, 6pXPaQEZ2EyfxIRtf9JwyJ, 5bNvSO3b75SGJrx0kOt996","MUZZ, PAV4N, Miss Trouble, Justin Hawkes",0.507,0.961,0.335,0.389,../mp3songs/Neurofunk_Drum_and_Bass/The Warehouse - Justin Hawkes Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
schranz,3bUN5BkTk6x3IA7gVx5UJv,Kick The Fat Beat,2IOR06B1bFw3KTm2UADPY4,Svetec,0.574,0.998,0.0949,0.294,../mp3songs/SCHRANZ_2024_/Kick The Fat Beat.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
acid_techno,5DgchqGYYHMczD0aWW8Hgd,Come with Me,4x3FMOF0ulR4kFBdanXmNV,Andrej Meyer,0.654,0.832,0.041,0.223,../mp3songs/ACID!_Best_Acid_Techno_Mix/Come with Me.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90s_house,6L8xB44ZvgAJjQEY9Zx6y6,Beat Dis,1G3Eh23f2hwhEnAMw7HsZ6,Bomb The Bass,0.732,0.803,0.0515,0.471,../mp3songs/90s_House_Classics/Beat Dis.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,2Q8NmhEKWNNemIY1MZ8gnr,CALL OF SILENCE,11R3hZfNT6ddljV0AkODiW,KRENON,0.686,0.982,0.198,0.349,../mp3songs/SCHRANZ_2024_/CALL OF SILENCE.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
tekkno,14wLBHbMzQO0c9tkUx0kZN,Tekk Labor,"0YsmybgV977N33gBlyvSlN, 0PViWrI9KhGEn0rV5PYUbp","HRDSND, Lyxxn & Teness",0.704,0.457,0.101,0.0399,../mp3songs/tekkno/Tekk Labor.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
tekkno,1rJ5Nn7OegNwpY1etYdA5h,Dreier,"3Rdg7tfjdCB05Gce6Kj4j3, 7hQnYsIbhuSDXyUCpnedZj","Hardtekk Channel, Ace-ton",0.519,0.928,0.0555,0.612,../mp3songs/tekkno/Dreier.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
acid_techno,0koP4PGAo9CpaxfJwrCLGX,You Don't Know,"0hReHYoLJG38QBwYIZ8zKs, 5dX1T3OJGQDKfOLZypULWb","AKKI (DE), Tone-Hype",0.585,0.988,0.101,0.0332,../mp3songs/ACID!_Best_Acid_Techno_Mix/You Don't Know.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
techno,5bxebyE7bBCb6D4ICh9nNe,Salty,32LzV8uY2Zf8Nda9Rvjx5U,Timmo,0.745,0.94,0.0476,0.221,../mp3songs/TECHNO_BUNKER/Salty.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
jump_up_dnb,6FgthnS6GYgLuELf7uRdDz,Move Your Body - Hedex Remix,"37czgDRfGMvgRiUKHvnnhj, 0aOIluXr131XqrXFwFCFGT, 22I9QWygJ2IfxR855VsA3t","Öwnboss, Sevek, Hedex",0.675,0.894,0.0526,0.404,../mp3songs/Jump-Up_Drum_and_Bass/Move Your Body - Hedex Remix.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,2sbavHpJ6bxPmnxrDG7JYG,Ham-Fisted,0qpokmnvq1MOYl954iVq7x,Emperor,0.758,0.923,0.348,0.465,../mp3songs/Neurofunk_Drum_and_Bass/Ham-Fisted.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
tekkno,3EDmh2iPHEpicqNLwLPAxQ,Ich Hasse Alle,"4OWNHq6tL2TBSQgyzeu2Tw, 5B0q1m4ZbaAhucMWyV12Ve","Sitte, NIGHTTEKK",0.817,0.806,0.108,0.129,../mp3songs/tekkno/Ich Hasse Alle.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
liquid_dnb,15zdXXi2s7LstGN3rXSC6y,Where Words Fail,4lOMuHPiA5TrLjPk1aseIc,IYRE,0.502,0.831,0.0414,0.0373,../mp3songs/Liquid_Drum_and_Bass/Where Words Fail.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
techno,5poZz8srlh8P5XjKsHKXj7,When I Push - Edit,"5lVNSw2GPci8kebrAQpZqU, 7mC3RkNNTV6p2j9w4F8Ip4, 2E1NFr5AeEGUJkLUUsWCAO","Eli Brown, Layton Giordani, OFFAIAH",0.686,0.952,0.0497,0.211,../mp3songs/TECHNO_BUNKER/When I Push - Edit.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
schranz,4Kjqwd7GqP1yE3vm1ohOWo,This Generation - Rudosa's Schranz Remix,"2Q8HKTunJROXibsOGQlSJl, 1a4cEeeD2n2cR5qA7ARsDZ","Jehra, Rudosa",0.505,0.999,0.148,0.244,../mp3songs/SCHRANZ_2024_/This Generation - Rudosa's Schranz Remix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
90s_house,7t020iFDoAjNgc4mjUMBAS,Plastic Dreams - Radio Edit,2xVsrAmTyLeCvOvPqTo767,Jaydee,0.731,0.575,0.0334,0.295,../mp3songs/90s_House_Classics/Plastic Dreams - Radio Edit.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,6uNlwNo4ImyEZjTCM8nBpo,"Next Hype - Crissy Criss, Malux & Erb N Dub Remix","6b1Reb7bhjdXtkR7wUYW61, 2tEg1Ert1kIHmm55ayDUy7, 6NnqC2KLeT6C7kgY3MvdGX, 6CNd7Wpb36Ls8k7eHRWX3T, 1g2LQyuQ1fQsh3Dd9MGgTB","TC, Jakes, Crissy Criss, Malux, Erb n Dub",0.513,0.913,0.175,0.273,"../mp3songs/Jump-Up_Drum_and_Bass/Next Hype - Crissy Criss, Malux & Erb N Dub Remix.mp3",dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,5p3NCS0PiNSqXapxAcuQqi,The Warehouse,"4UNnRb4LN2hGtbtMfPzMhg, 1csMDtU42ZYNaqadbA4TAK, 6pXPaQEZ2EyfxIRtf9JwyJ","MUZZ, PAV4N, Miss Trouble",0.523,0.974,0.0998,0.282,../mp3songs/Neurofunk_Drum_and_Bass/The Warehouse.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
groove_techno,0FpEVivSMAkrUsgQpj0rSb,Night Genesis,3lJoRDjlvFXZLvSRVeM6m8,Chlär,0.706,0.995,0.0894,0.389,../mp3songs/Groove_Techno/Night Genesis.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
acid_techno,5yCyaKhbUhTkP2eb5hS1Vg,No Sleeping,5Hini2nQyoglzpdKe41cZt,UMEK,0.642,0.982,0.0515,0.38,../mp3songs/ACID!_Best_Acid_Techno_Mix/No Sleeping.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,1ETXpNdKB4EiE5XzipBpNA,Feel This Way - Spor Remix,"6iPbI11utXY9CVhX6SPXEg, 051lz9ZMNShdpFP1uQtd9m, 42EZt9LfgsaF0WHlDC3FoM","Nitepunk, Yianna, Spor",0.476,0.972,0.387,0.317,../mp3songs/Neurofunk_Drum_and_Bass/Feel This Way - Spor Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
neurofunk_dnb,7xw7mr7uGZigio3rG8awXf,Carry The Flame,"3cMInYqk6yzf37zo8iznoz, 0OKnuRfEYSuoNidEyL52bk","DNMO, Silcrow",0.496,0.936,0.0602,0.0963,../mp3songs/Neurofunk_Drum_and_Bass/Carry The Flame.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
schranz,47v5H80wO9Igu7UFvViBUG,Gates Of Ignuhm,"2kqP3BXfLgo74OpfoC9cf7, 5M50PhU7eSL7ZYStP0dCgc","Vendex, Noise Not War",0.414,0.996,0.0912,0.219,../mp3songs/SCHRANZ_2024_/Gates Of Ignuhm.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
neurofunk_dnb,3zeieqwyV7E5dk8ekJXeyE,Hispanoamericano - Blossom Remix,"1wqW0IQWC7V7jktcjVHID6, 0veabgheMC6NnyTEbFUI5u, 0FhgVFxDmcXH3blEWtt13V","Black Caviar, EURI, Blossom",0.506,0.891,0.248,0.383,../mp3songs/Neurofunk_Drum_and_Bass/Hispanoamericano - Blossom Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
90s_house,49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,0AkpPlFLnr0VQwZQeMGht0,Modjo,0.72,0.808,0.0379,0.869,../mp3songs/90s_House_Classics/Lady - Hear Me Tonight.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,4nrcPumLm5ozA8qOEHcVm2,Want You,1KiNUGL3r0GgyLwqYCY1yV,Kanine,0.55,0.984,0.0932,0.0583,../mp3songs/Jump-Up_Drum_and_Bass/Want You.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
techno,25czN86DWwXmhOS0BmkwRR,Ghost Kiss,1btv9qmIpbp7q1ixCYNdHu,Adam Beyer,0.761,0.979,0.0673,0.0539,../mp3songs/TECHNO_BUNKER/Ghost Kiss.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
acid_techno,7hsqjyXQZWzufjnQdxZYsh,Stop Me From Falling,"2jop7P9uKGHVtQAv59lDxT, 4yydydB4Lv8XkD7TWLureX","Spektre, Michele Adamson",0.594,0.955,0.0926,0.0559,../mp3songs/ACID!_Best_Acid_Techno_Mix/Stop Me From Falling.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,0l9aqnEwV2h2m3EpLsJINW,Wings - Nu:Logic Remix,"2WX2uTcsvV5OnS0inACecP, 5pL8Q5xbDLEDE6JvYMXX9u, 7pDBRy9uWy1zq5b0uXIABQ, 01K8GEMGGxtrQ4xjDmNLPs","Birdy, Nu:Logic, Nu:Tone, Logistics",0.44,0.93,0.0867,0.391,../mp3songs/Liquid_Drum_and_Bass/Wings - Nu:Logic Remix.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
jump_up_dnb,5hSAgTICjyxFUueouIUn0O,Corrupt,1idxHDSZWzV9ey9ee97XzC,Jando,0.671,0.761,0.233,0.552,../mp3songs/Jump-Up_Drum_and_Bass/Corrupt.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
hardstyle,00mei7Ys3xFx46g6J2TTmn,Marathon,"7jp5R1aY7kmwBYX3jIu9yk, 7xhR4wM8X8SeGTKKPujotA","Jebroer, Anita Doth",0.599,0.98,0.0981,0.657,../mp3songs/Hardcore_Techno_Hardstyle/Marathon.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
techno,0CHbq6alKqfZnD7r2uNJGm,Inhuman Programming - Original Mix,"6BW1auskrxNZ5Ap83LtamK, 5Lu7JOTiNvqjQswt0Uyms2","Raden (UK), Bouras",0.643,0.974,0.0472,0.782,../mp3songs/TECHNO_BUNKER/Inhuman Programming - Original Mix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
techno,0T3cGxD64iCMuXH4u7QHcH,Levitate,679xKCdF1dBRH0gGgZfcCC,Kaspar,0.67,0.959,0.0469,0.0684,../mp3songs/TECHNO_BUNKER/Levitate.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
acid_techno,5F1zvhsJgKnoQ0SsHXYFcs,Exploration,6lDsCwKwjMQAmR2ueIGUGJ,Felix Kröcher,0.694,0.914,0.0435,0.374,../mp3songs/ACID!_Best_Acid_Techno_Mix/Exploration.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
groove_techno,0wXINHsQAZKlSu17pZIIGC,Ae86,3160Uht6QdGT17EECSPWAO,Alarico,0.739,0.997,0.11,0.22,../mp3songs/Groove_Techno/Ae86.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hardstyle,2oJanqscZDqDY7Xf6ds4FV,Het Zwarte Schaap,"0aKXalHKVzkLJ6aeUY3HMf, 7mHUbNIflNX99gowiCMCwZ, 3Lu9zTGOtzT2MZpfxdaHJv, 2TZJIIHDLfgdMLFejURyKf","Outsiders, Billy The Kit, The Darkraver, De Kraaien",0.528,0.82,0.0335,0.192,../mp3songs/Hardcore_Techno_Hardstyle/Het Zwarte Schaap.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,2R6zg6SWygSvY4wzv8BXId,Sinner,"6gnohqGISFUVpTSqT3TtiO, 2DMjf1zRMCb3iRLmUUvO9c","Dawn Wall, ANNI",0.516,0.86,0.037,0.264,../mp3songs/Liquid_Drum_and_Bass/Sinner.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
tekkno,0J2vVYlP7SedKzocmutQWb,Far Away,"7JIQezELfGxyewhgOMkFOD, 4XNEzZAf2uvST0o8Paz44g, 1G3ww8c1Xg7Xj54BO9EN1J","Rolexz, deMusiax, Tunnel Factory",0.667,0.823,0.0452,0.267,../mp3songs/tekkno/Far Away.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
hardstyle,4tM13V5qVHM6nKTx7aMWVj,Kind Van De Duivel,"7jp5R1aY7kmwBYX3jIu9yk, 123hDJRbi4KtCdBaaKNHW6","Jebroer, Paul Elstak",0.676,0.908,0.0476,0.626,../mp3songs/Hardcore_Techno_Hardstyle/Kind Van De Duivel.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,1XsKv21XsQvWVLaaSuauIo,All or Nothing,"6Hb29cwvtPMH6wThCBqGQ5, 2uCrvTUHRA9kuW4IA67oDn, 7AZknsTdMHnb5qet3byuQK","pyxis, Telomic, KINSELLA",0.653,0.812,0.0607,0.247,../mp3songs/Liquid_Drum_and_Bass/All or Nothing.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
neurofunk_dnb,5jhCgiLnf7MuYfbroR6XJG,Into Black,32rwroseSEZ7dEwooAUikF,Joe Ford,0.357,0.972,0.311,0.24,../mp3songs/Neurofunk_Drum_and_Bass/Into Black.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
liquid_dnb,5aWFFfc3FCnnvf7sgtAAVp,So Long,"43DHa7Q1IhECAE5YtN3jHQ, 6Hb29cwvtPMH6wThCBqGQ5","Malaky, pyxis",0.561,0.842,0.0879,0.229,../mp3songs/Liquid_Drum_and_Bass/So Long.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
groove_techno,4FDIMTMpG4xtEoe1nOsupM,Hypnotic,7D5uEg2a7yzc5AsGyGr73O,RUL3,0.623,0.839,0.0407,0.46,../mp3songs/Groove_Techno/Hypnotic.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hard_techno,2oocbe8Z9OfrBlD9BUgU01,Chamber of Death,"5WxRbGZ5RbPIvlmDudz0up, 4nhgDNnwWOGjntha8PpCrJ, 57mQ0siYFu8eu5XdOK7wD2","Toxic Machinery, ÆRES, MOROS",0.457,0.997,0.109,0.0397,../mp3songs/HARD_TECHNO/Chamber of Death.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,2KloNhtLocj2ArEoACHTCw,Rubix,6CNd7Wpb36Ls8k7eHRWX3T,Malux,0.509,0.952,0.338,0.343,../mp3songs/Jump-Up_Drum_and_Bass/Rubix.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
groove_techno,42dUuy71lOLTpk0WJpjI1P,Oldtimer,219ftAqQ0v073JOvxg94BH,Steve RedHead,0.848,0.986,0.265,0.238,../mp3songs/Groove_Techno/Oldtimer.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hard_techno,5EiohoCxbWCOyN1oq8PD2e,Werewolf Disco Club,0KqSULB80ft2H3aFg6kJmN,I Hate Models,0.622,0.923,0.0385,0.214,../mp3songs/HARD_TECHNO/Werewolf Disco Club.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,6dkxqHlKnoGcjtvyIDpxwK,Schranzerkampfwagen - Original Mix,0SH8Lcl8vQXfyIDVRGSRwP,David Temessi,0.734,0.864,0.417,0.201,../mp3songs/SCHRANZ_2024_/Schranzerkampfwagen - Original Mix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
groove_techno,6sqjM3voKU37z2bNSkrGrq,High Roller,25Qw8Z0pmd1aXtZEbnEZlg,Nicolas Vogler,0.75,0.941,0.0587,0.629,../mp3songs/Groove_Techno/High Roller.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
neurofunk_dnb,1OujZI8PkjK0B1a1gF9axt,Wanna,1mlAkvaCrzWSxS2ATBZh27,Kumarion,0.663,0.964,0.414,0.373,../mp3songs/Neurofunk_Drum_and_Bass/Wanna.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
groove_techno,7ywZQBFdPUt8uJeIiVFBPT,Lost In Time,3160Uht6QdGT17EECSPWAO,Alarico,0.613,0.997,0.088,0.186,../mp3songs/Groove_Techno/Lost In Time.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
jump_up_dnb,29w94JIgiVltkCxQ6eDhGX,One Sound,"0ZOmdgRp1cjKbvfOEPJjD8, 6lcI3OXjX25eQepM8ggKpb","Mindscape, Kryptomedic",0.481,0.968,0.104,0.263,../mp3songs/Jump-Up_Drum_and_Bass/One Sound.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
90s_house,5lAb1UQMTC9ANal1QrFCx2,Nothing Better - Tmvs Club Mix,"7IiGgQFgfCPx3U34PlS4nC, 5lPgWCOAaBImIvLXXZkEnO","Colourblind, Dina Roache",0.673,0.959,0.085,0.875,../mp3songs/90s_House_Classics/Nothing Better - Tmvs Club Mix.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,27hGDu6VTcXy0sugTIsDvv,Stone cold.,1m3Z3kHjeDDFzKNWqvTlYN,The Caracal Project,0.684,0.787,0.205,0.421,../mp3songs/Liquid_Drum_and_Bass/Stone cold..mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
neurofunk_dnb,061E9oP6Ejx1RecjaKlNCj,Cadence,5bNvSO3b75SGJrx0kOt996,Justin Hawkes,0.635,0.99,0.236,0.246,../mp3songs/Neurofunk_Drum_and_Bass/Cadence.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
schranz,73ixhTE0F7xfxtTwRMJYGO,Der Zerstörer - Original Mix,"4v8wjm268q8PoVVXrrdott, 0f87xNphOln9PY4UNcXXr4","HardtraX, O.B.I.",0.643,0.998,0.0685,0.212,../mp3songs/SCHRANZ_2024_/Der Zerstörer - Original Mix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
groove_techno,3MFgAgVC3O6zxZUZvS6mH3,Cigarettes after Sex,3160Uht6QdGT17EECSPWAO,Alarico,0.712,0.943,0.111,0.161,../mp3songs/Groove_Techno/Cigarettes after Sex.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
90s_house,0Lg4ckCFjFUeyHOeSozcWS,"The Key, The Secret",1QYMj6ouUhi6yis1HE8M68,Urban Cookie Collective,0.702,0.796,0.0315,0.607,"../mp3songs/90s_House_Classics/The Key, The Secret.mp3",dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tekkno,5Vn30c7SpyvXKfPGbrPjTO,Intro ausm K7 Keller,4nHmMOpyMZ99ndnkcOBJ7T,Cortex_Sound,0.705,0.875,0.112,0.181,../mp3songs/tekkno/Intro ausm K7 Keller.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
acid_techno,0NtDIzCcEsP2OGB8uWTVH7,Rejected,1a4cEeeD2n2cR5qA7ARsDZ,Rudosa,0.627,0.987,0.0924,0.213,../mp3songs/ACID!_Best_Acid_Techno_Mix/Rejected.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,73Z9bB6pDnpj4pQhzScrWm,Little Hero,"2jvTYwyzxK1FVYGEoKfZLQ, 5FgLkieOqGXPn01dnbJp9Z","Cosmic Boys, T78",0.764,0.742,0.0444,0.187,../mp3songs/ACID!_Best_Acid_Techno_Mix/Little Hero.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,7ezyFM3xrwhC4vFWhpLuXz,Polizei,7jp5R1aY7kmwBYX3jIu9yk,Jebroer,0.714,0.776,0.101,0.283,../mp3songs/Hardcore_Techno_Hardstyle/Polizei.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
